q,I
2.039995199999999811e-03,3.124257601300022436e-03
2.884988900000000096e-03,3.124250675592453366e-03
4.079990399999999622e-03,3.124236824266970504e-03
4.561568000000000220e-03,3.124229898649058448e-03
5.769977800000000191e-03,3.124209121974628935e-03
6.119985599999999866e-03,3.124202196476254072e-03
6.451031299999999968e-03,3.124195271007766325e-03
7.355307299999999833e-03,3.124174494781601068e-03
8.159980799999999243e-03,3.124153718824390809e-03
8.411115699999999196e-03,3.124146793565088596e-03
8.654966599999999385e-03,3.124139868335666127e-03
9.123135799999999504e-03,3.124126017966469965e-03
1.019997589999999989e-02,3.124091392566427129e-03
1.040197520000000000e-02,3.124084467576062132e-03
1.098571020000000016e-02,3.124063692784259053e-03
1.153995529999999985e-02,3.124042918261380614e-03
1.189511369999999950e-02,3.124029068728869773e-03
1.223997100000000053e-02,3.124015219315873140e-03
1.240880609999999926e-02,3.124008294654192271e-03
1.290206219999999980e-02,3.123987520848432037e-03
1.306234239999999949e-02,3.123980596306269279e-03
1.368470339999999959e-02,3.123952898436400949e-03
1.427996599999999984e-02,3.123925201044591184e-03
1.442494390000000071e-02,3.123918276771324876e-03
1.471061409999999993e-02,3.123904428314436699e-03
1.485138870000000076e-02,3.123897504130805722e-03
1.553614000000000037e-02,3.123862883660802336e-03
1.593287120000000043e-02,3.123842111737305978e-03
1.631996089999999955e-02,3.123821340082689590e-03
1.644696630000000090e-02,3.123814416257555699e-03
1.682223050000000025e-02,3.123793644961431193e-03
1.730993239999999850e-02,3.123765950318170212e-03
1.742972569999999902e-02,3.123759026732033511e-03
1.754870130000000042e-02,3.123752103175771351e-03
1.824627070000000087e-02,3.123710562465530777e-03
1.835995569999999966e-02,3.123703639118377388e-03
1.847294110000000100e-02,3.123696715801092469e-03
1.880782519999999944e-02,3.123675946028462835e-03
1.924527490000000132e-02,3.123648253416488017e-03
1.935309240000000069e-02,3.123641330338172966e-03
2.009162109999999835e-02,3.123592869626289504e-03
2.019492059999999922e-02,3.123585946786926974e-03
2.039995039999999843e-02,3.123572101197806452e-03
2.050169640000000168e-02,3.123565178448048894e-03
2.080394890000000080e-02,3.123544410377971856e-03
2.100303430000000082e-02,3.123530565147266454e-03
2.129817330000000064e-02,3.123509797525205606e-03
2.168544450000000137e-02,3.123482107780589483e-03
2.197141860000000058e-02,3.123461340785707498e-03
2.206591980000000008e-02,3.123454418513819855e-03
2.243994499999999934e-02,3.123426729724899757e-03
2.253248119999999924e-02,3.123419807602325834e-03
2.280783739999999934e-02,3.123399041413804471e-03
2.307990860000000075e-02,3.123378275494043815e-03
2.325952140000000015e-02,3.123364431696854480e-03
2.379022509999999951e-02,3.123322901022006996e-03
2.387752890000000017e-02,3.123315979347377272e-03
2.447993949999999891e-02,3.123267528461121101e-03
2.456479220000000116e-02,3.123260607025377979e-03
2.464935279999999965e-02,3.123253685619496386e-03
2.481760959999999849e-02,3.123239842897312588e-03
2.490131170000000130e-02,3.123232921581005610e-03
2.523334379999999863e-02,3.123205236614411649e-03
2.556106320000000112e-02,3.123177552125539717e-03
2.580412149999999905e-02,3.123156789072401799e-03
2.596489630000000173e-02,3.123142947186248030e-03
2.612468180000000056e-02,3.123129105419544718e-03
2.651993379999999928e-02,3.123094501525259560e-03
2.659827940000000085e-02,3.123087580835968817e-03
2.683194360000000153e-02,3.123066818947225869e-03
2.721692649999999866e-02,3.123032216396432002e-03
2.736940339999999888e-02,3.123018375585084275e-03
2.744532419999999931e-02,3.123011455224192733e-03
2.774693010000000085e-02,3.122983774079174640e-03
2.834051430000000121e-02,3.122928413222064714e-03
2.841384049999999897e-02,3.122921493249274181e-03
2.855992799999999832e-02,3.122907653393226530e-03
2.863269220000000045e-02,3.122900733509968111e-03
2.884988380000000005e-02,3.122879974039312161e-03
2.899377430000000047e-02,3.122866134541450213e-03
2.920828110000000047e-02,3.122845375518573663e-03
2.942122390000000143e-02,3.122824616764308201e-03
2.970277299999999829e-02,3.122796938843191723e-03
3.012016249999999867e-02,3.122755422856943533e-03
3.032670299999999999e-02,3.122734665266743443e-03
3.059992200000000162e-02,3.122706988897690130e-03
3.066784640000000048e-02,3.122700069880048751e-03
3.087072290000000135e-02,3.122679313006164557e-03
3.107227489999999856e-02,3.122658556400893185e-03
3.113916889999999993e-02,3.122651637592139401e-03
3.120591959999999970e-02,3.122644718813265361e-03
3.166923519999999964e-02,3.122596288196661466e-03
3.173487090000000344e-02,3.122589369656490581e-03
3.186573689999999681e-02,3.122575532665745543e-03
3.193096869999999948e-02,3.122568614215129323e-03
3.225514909999999819e-02,3.122534022409679741e-03
3.263991580000000226e-02,3.122492513227926886e-03
3.270360349999999749e-02,3.122485595135411369e-03
3.289392669999999935e-02,3.122464841036889146e-03
3.295712349999999763e-02,3.122457923063724338e-03
3.320870809999999784e-02,3.122430251469467469e-03
3.345840099999999873e-02,3.122402580352621245e-03
3.364445469999999966e-02,3.122381827328332173e-03
3.376792089999999802e-02,3.122367992127952300e-03
3.395227840000000080e-02,3.122347239551172011e-03
3.419654240000000178e-02,3.122319569866539076e-03
3.461985769999999935e-02,3.122271149067067098e-03
3.467990950000000155e-02,3.122264231929357692e-03
3.473985749999999872e-02,3.122257314821466883e-03
3.485944419999999905e-02,3.122243480695184852e-03
3.491908400000000301e-02,3.122236563676812279e-03
3.509739530000000052e-02,3.122215812800623047e-03
3.521576790000000012e-02,3.122201979032369727e-03
3.562697489999999689e-02,3.122153561783112992e-03
3.568533189999999883e-02,3.122146645152523541e-03
3.609118929999999975e-02,3.122098229573829799e-03
3.614879690000000201e-02,3.122091313181927022e-03
3.632107169999999885e-02,3.122070564185137204e-03
3.649253310000000194e-02,3.122049815456820129e-03
3.671990299999999818e-02,3.122022150903366097e-03
3.677652580000000115e-02,3.122015234839543765e-03
3.694587359999999820e-02,3.121994486827124084e-03
3.722640800000000250e-02,3.121959907402941953e-03
3.744932249999999990e-02,3.121932244400457777e-03
3.750484409999999685e-02,3.121925328724409893e-03
3.761564139999999667e-02,3.121911497461777284e-03
3.794609239999999911e-02,3.121870004389685344e-03
3.811024350000000172e-02,3.121849258256322035e-03
3.832801789999999709e-02,3.121821597162615682e-03
3.849054019999999937e-02,3.121800851655496221e-03
3.870617500000000238e-02,3.121773191396868836e-03
3.875989619999999775e-02,3.121766276406766610e-03
3.881354310000000030e-02,3.121759361446480811e-03
3.897404079999999826e-02,3.121738616744537155e-03
3.918701509999999999e-02,3.121710957559426045e-03
3.924007809999999902e-02,3.121704042837741919e-03
3.939883820000000120e-02,3.121683298851494429e-03
3.960952859999999909e-02,3.121655640620658173e-03
4.007953250000000078e-02,3.121593411345635703e-03
4.018323120000000248e-02,3.121579582945813343e-03
4.023498040000000192e-02,3.121572668790639597e-03
4.038983000000000156e-02,3.121551926504001311e-03
4.049273419999999818e-02,3.121538098462024648e-03
4.064660190000000256e-02,3.121517356622684376e-03
4.079988930000000291e-02,3.121496615051619957e-03
4.085085730000000137e-02,3.121489701254275429e-03
4.100338109999999980e-02,3.121468960040997727e-03
4.105409649999999799e-02,3.121462046362842146e-03
4.125633449999999841e-02,3.121434391948500319e-03
4.130673929999999910e-02,3.121427478419408225e-03
4.160788569999999964e-02,3.121385997871124231e-03
4.185718599999999762e-02,3.121351431567297163e-03
4.200605599999999995e-02,3.121330692142786512e-03
4.205556230000000173e-02,3.121323779060923911e-03
4.244953370000000004e-02,3.121268475478947840e-03
4.259633349999999985e-02,3.121247737127589173e-03
4.283988209999999713e-02,3.121213173804804168e-03
4.288842589999999899e-02,3.121206261229654295e-03
4.303372860000000133e-02,3.121185523683068543e-03
4.322670569999999962e-02,3.121157874038240493e-03
4.327481560000000227e-02,3.121150961701568260e-03
4.337087509999999757e-02,3.121137137117547741e-03
4.361009829999999698e-02,3.121102576179302351e-03
4.365778569999999997e-02,3.121095664081004976e-03
4.380053619999999676e-02,3.121074927965102920e-03
4.394282299999999891e-02,3.121054192117438120e-03
4.403742540000000344e-02,3.121040368368007377e-03
4.413182499999999953e-02,3.121026544737710937e-03
4.455414840000000015e-02,3.120964339876936000e-03
4.474056810000000273e-02,3.120936694046911892e-03
4.478705179999999814e-02,3.120929782663925140e-03
4.487987470000000256e-02,3.120915959987394413e-03
4.492621420000000171e-02,3.120909048693745053e-03
4.506494700000000103e-02,3.120888314991813062e-03
4.515719859999999669e-02,3.120874492672758970e-03
4.529522390000000065e-02,3.120853759417747692e-03
4.561565869999999884e-02,3.120805382865654912e-03
4.584316940000000146e-02,3.120770829079456705e-03
4.602436819999999873e-02,3.120743186586883572e-03
4.615980060000000190e-02,3.120722455030213414e-03
4.624986849999999927e-02,3.120708634141449236e-03
4.651902589999999671e-02,3.120667172190248750e-03
4.656373419999999819e-02,3.120660261969307285e-03
4.660839960000000282e-02,3.120653351778185716e-03
4.691986699999999705e-02,3.120604981274478686e-03
4.696419369999999677e-02,3.120598071321630061e-03
4.709692359999999994e-02,3.120577341642027415e-03
4.731731260000000133e-02,3.120542792771773162e-03
4.744905459999999853e-02,3.120522063807022305e-03
4.758043189999999756e-02,3.120501335110435846e-03
4.762414379999999753e-02,3.120494425604517473e-03
4.775503939999999753e-02,3.120473697265425429e-03
4.779859160000000246e-02,3.120466787878568068e-03
4.801576009999999894e-02,3.120432241391515524e-03
4.814559110000000280e-02,3.120411513856616997e-03
4.836120139999999790e-02,3.120376968560976873e-03
4.849010740000000291e-02,3.120356241741042026e-03
4.866145090000000006e-02,3.120328606398020243e-03
4.895985910000000274e-02,3.120280245694619613e-03
4.900234049999999814e-02,3.120273337141824671e-03
4.904478510000000180e-02,3.120266428618744241e-03
4.912956429999999763e-02,3.120252611662075598e-03
4.929868529999999888e-02,3.120224978106103490e-03
4.934087499999999932e-02,3.120218069791596237e-03
4.938302859999999656e-02,3.120211161506762729e-03
4.963519859999999950e-02,3.120169712423753999e-03
4.967710250000000050e-02,3.120162804347433819e-03
4.980260260000000244e-02,3.120142080297185361e-03
5.001106959999999935e-02,3.120107540809242443e-03
5.017721960000000314e-02,3.120079909754761537e-03
5.038413659999999711e-02,3.120045371606746786e-03
5.046666589999999897e-02,3.120031556556052219e-03
5.050787989999999672e-02,3.120024649075209700e-03
5.067240099999999886e-02,3.119997019450130964e-03
5.099985089999999749e-02,3.119941761629235148e-03
5.104063439999999979e-02,3.119934854535664007e-03
5.112210379999999887e-02,3.119921040437601944e-03
5.116278989999999832e-02,3.119914133433361689e-03
5.136573690000000025e-02,3.119879598858450124e-03
5.148712109999999814e-02,3.119858878470632268e-03
5.160821980000000059e-02,3.119838158350961895e-03
5.164852290000000040e-02,3.119831251703954113e-03
5.192976900000000062e-02,3.119782906008135900e-03
5.200984570000000140e-02,3.119769093220235018e-03
5.212973010000000046e-02,3.119748374261523561e-03
5.224933949999999855e-02,3.119727655570760094e-03
5.228914839999999897e-02,3.119720749400107379e-03
5.244808220000000271e-02,3.119693125014994222e-03
5.264607470000000344e-02,3.119658595203215253e-03
5.292201970000000311e-02,3.119610254717116414e-03
5.296132299999999765e-02,3.119603349052501619e-03
5.303984240000000211e-02,3.119589537812475846e-03
5.307905849999999814e-02,3.119582632237160279e-03
5.319653330000000124e-02,3.119561915689550956e-03
5.339175040000000011e-02,3.119527388705641436e-03
5.354741159999999722e-02,3.119499767654237456e-03
5.366386120000000287e-02,3.119479052178320781e-03
5.385738429999999827e-02,3.119444526980073591e-03
5.389600549999999657e-02,3.119437622029725549e-03
5.401170360000000226e-02,3.119416907357414320e-03
5.420398480000000047e-02,3.119382383498492048e-03
5.431902689999999756e-02,3.119361669540233334e-03
5.443382580000000193e-02,3.119340955850002841e-03
5.473877910000000263e-02,3.119285720651659728e-03
5.481475239999999971e-02,3.119271912149626947e-03
5.489062050000000081e-02,3.119258103766676862e-03
5.492851530000000121e-02,3.119251199619947276e-03
5.507983360000000272e-02,3.119223583330254720e-03
5.511759819999999949e-02,3.119216679332081649e-03
5.523073729999999903e-02,3.119195967516546000e-03
5.541878909999999742e-02,3.119161448418908411e-03
5.549383139999999881e-02,3.119147640988024443e-03
5.568099469999999995e-02,3.119113122931848909e-03
5.571835189999999743e-02,3.119106219409827942e-03
5.601631270000000107e-02,3.119050992305045372e-03
5.612764020000000215e-02,3.119030282631674207e-03
5.627573429999999793e-02,3.119002670150204486e-03
5.642343970000000125e-02,3.118975058144964063e-03
5.657075939999999664e-02,3.118947446615604694e-03
5.668099790000000193e-02,3.118926738280922671e-03
5.671769649999999774e-02,3.118919835562178420e-03
5.682764989999999905e-02,3.118899127584600067e-03
5.690083420000000003e-02,3.118885322414951568e-03
5.711982439999999800e-02,3.118843907619813123e-03
5.715624119999999919e-02,3.118837005257960471e-03
5.726535270000000094e-02,3.118816298351299345e-03
5.744674450000000071e-02,3.118781787434856626e-03
5.748295419999999850e-02,3.118774885340700430e-03
5.759144669999999994e-02,3.118754179237087035e-03
5.769973510000000333e-02,3.118733473401131065e-03
5.773578619999999995e-02,3.118726571515219748e-03
5.777181470000000013e-02,3.118719669659076720e-03
5.798751569999999883e-02,3.118678259147109749e-03
5.802338790000000079e-02,3.118671357499416298e-03
5.805923799999999912e-02,3.118664455881220085e-03
5.834524540000000231e-02,3.118609244006538984e-03
5.841652840000000069e-02,3.118595441335427886e-03
5.845213739999999963e-02,3.118588540044356285e-03
5.873623160000000093e-02,3.118533330786985198e-03
5.884241330000000020e-02,3.118512627806016308e-03
5.887776470000000151e-02,3.118505726872052713e-03
5.915981499999999754e-02,3.118450520469325665e-03
5.919497680000000012e-02,3.118443619802990438e-03
5.930033710000000291e-02,3.118422917981728860e-03
5.940551060000000272e-02,3.118402216428322899e-03
5.947552290000000103e-02,3.118388415541289895e-03
5.958038699999999854e-02,3.118367714433643682e-03
5.971991950000000299e-02,3.118340113373521336e-03
5.999801099999999693e-02,3.118284912679835600e-03
6.003268190000000254e-02,3.118278012727094487e-03
6.024028800000000294e-02,3.118236613633903163e-03
6.027481950000000005e-02,3.118229713889167105e-03
6.041274809999999662e-02,3.118202115207462533e-03
6.055036250000000314e-02,3.118174517001122935e-03
6.058471719999999894e-02,3.118167617523838302e-03
6.065336839999999757e-02,3.118153818658706174e-03
6.085885719999999804e-02,3.118112422776501882e-03
6.113176780000000032e-02,3.118057229931574248e-03
6.119980530000000002e-02,3.118043432017608783e-03
6.123379560000000166e-02,3.118036533105253763e-03
6.133565380000000067e-02,3.118015836546540395e-03
6.136956899999999882e-02,3.118008937752955820e-03
6.150504259999999696e-02,3.117981342876324259e-03
6.167396609999999807e-02,3.117946849948931461e-03
6.174140610000000001e-02,3.117933052986393300e-03
6.194328550000000044e-02,3.117891662811274854e-03
6.204397889999999777e-02,3.117870968124923561e-03
6.214450920000000322e-02,3.117850273706189359e-03
6.217798310000000050e-02,3.117843375625871469e-03
6.227829700000000329e-02,3.117822681563789909e-03
6.241179809999999883e-02,3.117795089897244624e-03
6.244512879999999933e-02,3.117788192054597729e-03
6.257827400000000317e-02,3.117760600982412509e-03
6.284371810000000114e-02,3.117705420264071069e-03
6.297602060000000168e-02,3.117677830618134291e-03
6.300905280000000663e-02,3.117670933280890840e-03
6.323979509999999582e-02,3.117622652752802780e-03
6.327268960000000109e-02,3.117615755653256344e-03
6.333842739999999416e-02,3.117601961543467037e-03
6.337127069999999585e-02,3.117595064533076280e-03
